Block,#Transaction,#Contract,#Ret
447808,2,2,0
447812,2,2,0
447814,2,2,0
447815,1,1,0
447820,2,2,0
447822,1,1,0
447823,1,1,0
447825,2,2,0
447833,1,1,0
447834,1,1,0
447837,1,1,0
447838,1,1,0
447839,1,1,0
447841,1,1,0
447842,1,1,0
447844,1,1,0
447845,1,1,0
447851,1,1,0
447853,1,1,0
447856,1,1,0
447859,1,1,0
447861,2,2,0
447863,2,2,0
447866,1,1,0
447867,1,1,0
447869,2,2,0
447870,1,1,0
447872,1,1,0
447873,1,1,0
447877,1,1,0
447887,1,1,0
447888,3,3,0
447889,3,3,0
447890,3,3,0
447891,3,3,0
447892,2,2,0
447893,3,3,0
447894,3,3,0
447895,3,3,0
447896,3,3,0
447897,3,3,0
447898,5,5,0
447899,2,2,0
447900,1,1,0
447901,1,1,0
447902,1,1,0
447904,1,1,0
447910,2,2,0
447913,2,2,0
447915,4,4,0
447924,1,1,0
447926,1,1,0
447928,1,1,0
447934,1,1,0
447936,4,4,0
447937,1,1,0
447939,1,1,0
447941,1,1,0
447949,1,1,0
447951,1,1,0
447952,3,3,0
447953,1,1,0
447955,1,1,0
447959,1,1,0
447960,1,1,0
447963,1,1,0
447964,1,1,0
447966,2,2,0
447967,1,1,0
447969,2,2,0
447970,1,1,0
447971,2,2,0
447974,1,1,0
447976,1,1,0
447977,1,1,0
447979,1,1,0
447981,1,1,0
447982,1,1,0
447984,1,1,0
447985,1,1,0
447986,3,3,0
447988,1,1,0
447993,1,1,0
447995,1,1,0
447996,1,1,0
447998,1,1,0
448000,2,2,0
448001,3,3,0
448002,2,2,0
448003,3,3,0
448004,3,3,0
448005,4,4,0
448006,2,2,0
448007,3,3,0
448009,1,1,0
448010,2,2,0
448015,2,2,0
448017,1,1,0
448020,2,2,0
448022,1,1,0
448024,1,1,0
448028,2,2,0
448031,1,1,0
448032,1,1,0
448036,2,2,0
448038,2,2,0
448040,1,1,0
448041,1,1,0
448045,1,1,0
448047,1,1,0
448050,1,1,0
448051,1,1,0
448054,1,1,0
448055,2,2,0
448062,1,1,0
448063,1,1,0
448065,1,1,0
448070,1,1,0
448074,1,1,0
448083,2,2,0
448086,1,1,0
448087,2,2,0
448088,1,1,0
448089,1,1,0
448091,2,2,0
448095,1,1,0
448096,1,1,0
448099,1,1,0
448101,1,1,0
448103,1,1,0
448105,2,2,0
448108,3,3,0
448109,3,3,0
448110,3,3,0
448111,3,3,0
448112,3,3,0
448113,4,4,0
448114,3,3,0
448115,3,3,0
448116,2,2,0
448119,1,1,0
448125,1,1,0
448126,1,1,0
448130,2,2,0
448133,1,1,0
448134,1,1,0
448135,1,1,0
448136,1,1,0
448140,1,1,0
448142,1,1,0
448143,1,1,0
448144,3,3,0
448146,2,2,0
448147,1,1,0
448149,1,1,0
448151,1,1,0
448154,1,1,0
448155,1,1,0
448156,2,2,0
448158,1,1,0
448159,1,1,0
448163,3,3,0
448166,1,1,0
448167,3,3,0
448169,1,1,0
448170,2,2,0
448173,1,1,0
448174,2,2,0
448175,1,1,0
448178,3,3,0
448179,1,1,0
448180,1,1,0
448182,2,2,0
448184,1,1,0
448186,1,1,0
448188,2,2,0
448189,1,1,0
448193,1,1,0
448197,1,1,0
448200,1,1,0
448202,1,1,0
448203,1,1,0
448206,3,3,0
448208,1,1,0
448214,1,1,0
448215,1,1,0
448216,3,3,0
448217,3,3,0
448218,3,3,0
448219,3,3,0
448220,2,2,0
448221,3,3,0
448222,4,4,0
448223,5,5,0
448224,1,1,0
448225,1,1,0
448231,1,1,0
448234,1,1,0
448236,3,3,0
448237,1,1,0
448238,1,1,0
448239,2,2,0
448242,1,1,0
448243,1,1,0
448246,3,3,0
448247,1,1,0
448250,1,1,0
448252,1,1,0
448255,2,2,0
448256,1,1,0
448258,1,1,0
448263,1,1,0
448265,2,2,0
448267,1,1,0
448268,1,1,0
448270,2,2,0
448274,2,2,0
448276,1,1,0
448278,1,1,0
448280,1,1,0
448281,2,2,0
448284,1,1,0
448286,1,1,0
448288,1,1,0
448289,1,1,0
448293,1,1,0
448296,1,1,0
448303,1,1,0
448304,1,1,0
448306,1,1,0
448311,1,1,0
448314,1,1,0
448317,1,1,0
448324,2,2,0
448325,4,4,0
448326,4,4,0
448327,3,3,0
448328,3,3,0
448329,3,3,0
448330,3,3,0
448331,2,2,0
448332,3,3,0
448333,3,3,0
448334,4,4,0
448335,3,3,0
448336,2,2,0
448337,1,1,0
448341,1,1,0
448342,1,1,0
448351,1,1,0
448352,1,1,0
448354,2,2,0
448356,2,2,0
448358,1,1,0
448361,1,1,0
448364,2,2,0
448368,1,1,0
448372,1,1,0
448374,1,1,0
448375,1,1,0
448377,1,1,0
448380,1,1,0
448382,1,1,0
448390,2,2,0
448391,1,1,0
448392,1,1,0
448393,1,1,0
448397,2,2,0
448398,1,1,0
448401,1,1,0
448402,1,1,0
448405,1,1,0
448406,1,1,0
448408,1,1,0
448412,1,1,0
448413,2,2,0
448421,1,1,0
448423,1,1,0
448424,1,1,0
448427,1,1,0
448428,1,1,0
448433,1,1,0
448434,1,1,0
448436,2,2,0
448437,3,3,0
448438,2,2,0
448439,4,4,0
448440,2,2,0
448441,3,3,0
448442,3,3,0
448443,3,3,0
448447,1,1,0
448450,1,1,0
448452,1,1,0
448455,1,1,0
448456,2,2,0
448460,2,2,0
448462,3,3,0
448463,1,1,0
448465,2,2,0
448467,1,1,0
448468,1,1,0
448469,1,1,0
448470,1,1,0
448473,2,2,0
448480,1,1,0
448481,2,2,0
448484,1,1,0
448485,2,2,0
448487,2,2,0
448489,1,1,0
448492,1,1,0
448494,2,2,0
448497,1,1,0
448498,1,1,0
448501,1,1,0
448508,1,1,0
448509,1,1,0
448510,1,1,0
448522,2,2,0
448524,2,2,0
448528,1,1,0
448533,1,1,0
448535,1,1,0
448541,1,1,0
448543,1,1,0
448544,2,2,0
448545,3,3,0
448546,2,2,0
448547,3,3,0
448548,3,3,0
448550,1,1,0
448556,1,1,0
448558,1,1,0
448559,1,1,0
448563,1,1,0
448564,1,1,0
448566,1,1,0
448568,1,1,0
448574,1,1,0
448575,1,1,0
448577,1,1,0
448578,1,1,0
448582,1,1,0
448585,1,1,0
448586,1,1,0
448587,1,1,0
448588,1,1,0
448589,1,1,0
448592,1,1,0
448593,1,1,0
448596,1,1,0
448599,2,2,0
448603,1,1,0
448607,1,1,0
448608,1,1,0
448609,1,1,0
448610,1,1,0
448612,1,1,0
448614,1,1,0
448622,1,1,0
448624,2,2,0
448630,1,1,0
448633,1,1,0
448637,2,2,0
448638,2,2,0
448642,1,1,0
448646,1,1,0
448647,1,1,0
448648,1,1,0
448649,2,2,0
448650,3,3,0
448651,3,3,0
448652,2,2,0
448653,1,1,0
448658,1,1,0
448661,1,1,0
448662,3,3,0
448665,1,1,0
448671,2,2,0
448674,1,1,0
448675,1,1,0
448681,1,1,0
448684,1,1,0
448686,1,1,0
448688,1,1,0
448689,2,2,0
448692,1,1,0
448693,1,1,0
448695,3,3,0
448706,1,1,0
448710,1,1,0
448711,1,1,0
448712,2,2,0
448713,1,1,0
448715,2,2,0
448718,1,1,0
448724,2,2,0
448725,2,2,0
448726,1,1,0
448729,1,1,0
448732,1,1,0
448734,2,2,0
448735,1,1,0
448738,3,3,0
448742,1,1,0
448743,1,1,0
448747,1,1,0
448752,1,1,0
448753,3,3,0
448754,4,4,0
448755,3,3,0
448756,2,2,0
448757,3,3,0
448758,2,2,0
448759,3,3,0
448760,3,3,0
448768,1,1,0
448769,3,3,0
448771,1,1,0
448772,1,1,0
448773,1,1,0
448776,1,1,0
448778,2,2,0
448779,1,1,0
448786,1,1,0
448787,1,1,0
448789,1,1,0
448790,1,1,0
448797,1,1,0
448798,1,1,0
448799,1,1,0
448801,1,1,0
448803,1,1,0
448804,1,1,0
448805,1,1,0
448815,1,1,0
448817,1,1,0
448818,1,1,0
448819,1,1,0
448821,1,1,0
448822,1,1,0
448825,2,2,0
448828,1,1,0
448830,2,2,0
448831,1,1,0
448832,1,1,0
448835,1,1,0
448836,1,1,0
448840,4,4,0
448844,1,1,0
448852,1,1,0
448856,1,1,0
448860,2,2,0
448861,3,3,0
448862,2,2,0
448863,3,3,0
448864,4,4,0
448865,2,2,0
448867,1,1,0
448868,2,2,0
448869,1,1,0
448870,1,1,0
448871,2,2,0
448872,1,1,0
448879,1,1,0
448882,1,1,0
448884,1,1,0
448886,1,1,0
448888,1,1,0
448890,1,1,0
448893,1,1,0
448900,1,1,0
448902,1,1,0
448905,1,1,0
448906,1,1,0
448915,1,1,0
448917,1,1,0
448925,1,1,0
448929,1,1,0
448933,2,2,0
448934,1,1,0
448942,1,1,0
448943,1,1,0
448945,2,2,0
448946,1,1,0
448947,1,1,0
448949,1,1,0
448950,1,1,0
448953,2,2,0
448956,2,2,0
448959,1,1,0
448960,1,1,0
448961,1,1,0
448963,1,1,0
448964,2,2,0
448966,5,5,0
448967,3,3,0
448968,4,4,0
448969,4,4,0
448970,3,3,0
448971,1,1,0
448972,1,1,0
448976,1,1,0
448977,1,1,0
448981,1,1,0
448983,1,1,0
448986,1,1,0
448992,1,1,0
448993,1,1,0
448997,1,1,0
449001,1,1,0
449004,1,1,0
449005,1,1,0
449006,1,1,0
449008,1,1,0
449010,1,1,0
449011,2,2,0
449012,1,1,0
449013,1,1,0
449016,1,1,0
449017,1,1,0
449023,2,2,0
449024,1,1,0
449025,1,1,0
449027,1,1,0
449028,2,2,0
449029,1,1,0
449032,1,1,0
449035,1,1,0
449038,1,1,0
449039,1,1,0
449043,1,1,0
449049,1,1,0
449054,1,1,0
449055,2,2,0
449060,2,2,0
449061,2,2,0
449062,1,1,0
449064,1,1,0
449065,1,1,0
449068,1,1,0
449069,1,1,0
449071,3,3,0
449072,3,3,0
449073,4,4,0
449074,2,2,0
449075,3,3,0
449076,4,4,0
449077,1,1,0
449083,1,1,0
449085,1,1,0
449086,1,1,0
449087,1,1,0
449088,1,1,0
449090,1,1,0
449092,1,1,0
449093,1,1,0
449097,1,1,0
449099,1,1,0
449100,1,1,0
449102,1,1,0
449105,1,1,0
449106,1,1,0
449107,2,2,0
449108,1,1,0
449112,2,2,0
449113,1,1,0
449114,1,1,0
449115,1,1,0
449117,1,1,0
449118,1,1,0
449122,1,1,0
449124,1,1,0
449125,2,2,0
449126,1,1,0
449129,2,2,0
449131,3,3,0
449132,1,1,0
449142,1,1,0
449143,1,1,0
449145,3,3,0
449154,2,2,0
449157,1,1,0
449160,3,3,0
449161,1,1,0
449172,1,1,0
449173,1,1,0
449176,1,1,0
449177,1,1,0
449178,3,3,0
449179,2,2,0
449180,3,3,0
449181,4,4,0
449182,3,3,0
449183,1,1,0
449185,1,1,0
449193,1,1,0
449197,1,1,0
449198,1,1,0
449201,2,2,0
449202,2,2,0
449206,2,2,0
449211,1,1,0
449212,1,1,0
449214,1,1,0
449217,1,1,0
449219,1,1,0
449224,2,2,0
449225,1,1,0
449226,2,2,0
449232,2,2,0
449235,1,1,0
449237,2,2,0
449238,1,1,0
449239,1,1,0
449242,1,1,0
449243,2,2,0
449246,1,1,0
449247,1,1,0
449248,2,2,0
449252,2,2,0
449253,1,1,0
449259,2,2,0
449262,1,1,0
449265,1,1,0
449267,1,1,0
449275,1,1,0
449276,1,1,0
449277,1,1,0
449283,3,3,0
449284,3,3,0
449285,1,1,0
449286,5,5,0
449287,4,4,0
449288,2,2,0
449289,1,1,0
449291,1,1,0
449295,1,1,0
449296,1,1,0
449297,1,1,0
449298,1,1,0
449299,1,1,0
449300,1,1,0
449306,1,1,0
449307,3,3,0
449308,1,1,0
449313,2,2,0
449314,1,1,0
449316,1,1,0
449319,3,3,0
449322,2,2,0
449326,1,1,0
449328,1,1,0
449332,2,2,0
449336,4,4,0
449337,1,1,0
449339,1,1,0
449340,2,2,0
449343,1,1,0
449347,1,1,0
449352,1,1,0
449356,3,3,0
449361,3,3,0
449363,1,1,0
449364,2,2,0
449370,1,1,0
449371,1,1,0
449373,1,1,0
449375,1,1,0
449377,1,1,0
449381,1,1,0
449382,1,1,0
449389,2,2,0
449390,4,4,0
449391,3,3,0
449392,3,3,0
449393,1,1,0
449394,4,4,0
449395,1,1,0
449398,1,1,0
449400,1,1,0
449401,2,2,0
449402,1,1,0
449405,1,1,0
449407,1,1,0
449408,2,2,0
449410,1,1,0
449414,1,1,0
449415,1,1,0
449416,1,1,0
449419,1,1,0
449421,1,1,0
449423,1,1,0
449424,1,1,0
449425,1,1,0
449427,2,2,0
449433,1,1,0
449435,1,1,0
449439,1,1,0
449442,1,1,0
449443,2,2,0
449448,1,1,0
449452,1,1,0
449454,1,1,0
449458,4,4,0
449461,1,1,0
449463,1,1,0
449465,1,1,0
449467,1,1,0
449468,1,1,0
449469,1,1,0
449470,2,2,0
449472,3,3,0
449475,1,1,0
449476,1,1,0
449479,1,1,0
449480,1,1,0
449482,1,1,0
449484,1,1,0
449485,1,1,0
449489,1,1,0
449491,1,1,0
449493,2,2,0
449494,1,1,0
449495,2,2,0
449496,4,4,0
449497,4,4,0
449498,4,4,0
449499,2,2,0
449500,3,3,0
449501,2,2,0
449502,5,5,0
449503,2,2,0
449511,4,4,0
449514,2,2,0
449516,1,1,0
449518,1,1,0
449521,1,1,0
449522,1,1,0
449523,2,2,0
449528,1,1,0
449529,1,1,0
449531,2,2,0
449534,1,1,0
449537,1,1,0
449538,1,1,0
449539,1,1,0
449541,1,1,0
449542,1,1,0
449549,2,2,0
449552,1,1,0
449558,2,2,0
449562,1,1,0
449564,1,1,0
449568,1,1,0
449569,1,1,0
449570,2,2,0
449572,2,2,0
449577,1,1,0
449580,1,1,0
449581,1,1,0
449584,1,1,0
449593,1,1,0
449595,1,1,0
449597,1,1,0
449598,1,1,0
449604,5,5,0
449605,2,2,0
449606,3,3,0
449607,4,4,0
449608,3,3,0
449609,1,1,0
449610,3,3,0
449613,2,2,0
449615,2,2,0
449616,1,1,0
449617,1,1,0
449620,2,2,0
449627,1,1,0
449628,2,2,0
449629,1,1,0
449630,2,2,0
449632,1,1,0
449633,1,1,0
449634,1,1,0
449639,1,1,0
449640,2,2,0
449642,1,1,0
449648,1,1,0
449649,1,1,0
449654,2,2,0
449656,2,2,0
449659,2,2,0
449661,1,1,0
449664,1,1,0
449667,1,1,0
449668,1,1,0
449670,1,1,0
449671,1,1,0
449673,1,1,0
449674,1,1,0
449677,2,2,0
449680,2,2,0
449683,1,1,0
449685,1,1,0
449687,1,1,0
449694,1,1,0
449696,1,1,0
449697,1,1,0
449701,1,1,0
449703,1,1,0
449705,1,1,0
449708,1,1,0
449710,2,2,0
449711,3,3,0
449712,3,3,0
449713,2,2,0
449714,4,4,0
449715,3,3,0
449716,1,1,0
449717,1,1,0
449718,1,1,0
449721,1,1,0
449727,1,1,0
449731,1,1,0
449732,1,1,0
449737,2,2,0
449738,1,1,0
449739,1,1,0
449749,1,1,0
449752,2,2,0
449754,1,1,0
449760,1,1,0
449767,2,2,0
449768,1,1,0
449773,1,1,0
449779,1,1,0
449783,1,1,0
449784,1,1,0
449785,1,1,0
449786,1,1,0
449787,2,2,0
449789,2,2,0
449790,1,1,0
449791,1,1,0
449793,1,1,0
449794,1,1,0
449795,1,1,0
449796,1,1,0
449801,1,1,0
449804,1,1,0
449806,2,2,0
449808,1,1,0
449809,2,2,0
449815,1,1,0
449816,2,2,0
449817,4,4,0
449818,3,3,0
449819,3,3,0
449820,4,4,0
449821,2,2,0
449822,2,2,0
449823,1,1,0
449824,1,1,0
449827,1,1,0
449828,1,1,0
449829,1,1,0
449831,1,1,0
449835,1,1,0
449836,2,2,0
449837,2,2,0
449838,2,2,0
449839,1,1,0
449841,1,1,0
449844,1,1,0
449847,1,1,0
449849,1,1,0
449851,1,1,0
449853,1,1,0
449857,1,1,0
449860,2,2,0
449863,1,1,0
449865,3,3,0
449866,1,1,0
449868,1,1,0
449869,1,1,0
449870,1,1,0
449873,1,1,0
449876,1,1,0
449880,1,1,0
449883,2,2,0
449884,1,1,0
449887,1,1,0
449888,1,1,0
449889,1,1,0
449891,1,1,0
449892,1,1,0
449893,1,1,0
449895,1,1,0
449902,1,1,0
449904,1,1,0
449906,1,1,0
449907,1,1,0
449908,1,1,0
449909,1,1,0
449912,1,1,0
449913,1,1,0
449916,1,1,0
449918,1,1,0
449920,1,1,0
449922,1,1,0
449923,3,3,0
449924,2,2,0
449925,3,3,0
449926,1,1,0
449927,1,1,0
449932,1,1,0
449934,1,1,0
449937,1,1,0
449938,1,1,0
449941,1,1,0
449943,1,1,0
449946,1,1,0
449948,1,1,0
449950,1,1,0
449953,1,1,0
449965,1,1,0
449968,1,1,0
449972,1,1,0
449975,1,1,0
449976,1,1,0
449977,1,1,0
449991,1,1,0
449992,1,1,0
449999,1,1,0
450002,1,1,0
450004,1,1,0
450005,1,1,0
450010,2,2,0
450015,1,1,0
450020,1,1,0
450026,2,2,0
450027,3,3,0
450028,3,3,0
450029,3,3,0
450030,3,3,0
450031,3,3,0
450032,1,1,0
450038,1,1,0
450044,2,2,0
450049,1,1,0
450051,2,2,0
450056,2,2,0
450057,1,1,0
450058,1,1,0
450061,1,1,0
450062,1,1,0
450066,2,2,0
450072,1,1,0
450075,1,1,0
450076,2,2,0
450079,1,1,0
450081,2,2,0
450090,1,1,0
450091,1,1,0
450095,1,1,0
450101,1,1,0
450116,2,2,0
450119,1,1,0
450125,1,1,0
450126,1,1,0
450127,1,1,0
450132,2,2,0
450133,3,3,0
450134,3,3,0
450135,2,2,0
450142,1,1,0
450146,1,1,0
450147,1,1,0
450150,1,1,0
450153,1,1,0
450159,1,1,0
450166,1,1,0
450169,2,2,0
450173,1,1,0
450175,1,1,0
450179,2,2,0
450185,1,1,0
450199,1,1,0
450201,1,1,0
450204,1,1,0
450212,2,2,0
450214,1,1,0
450218,1,1,0
450219,1,1,0
450220,1,1,0
450226,1,1,0
450228,1,1,0
450234,1,1,0
450235,1,1,0
450236,3,3,0
450237,3,3,0
450238,3,3,0
450239,3,3,0
450246,1,1,0
450247,1,1,0
450261,1,1,0
450265,1,1,0
450268,2,2,0
450270,1,1,0
450271,1,1,0
450275,1,1,0
450278,1,1,0
450281,2,2,0
450282,1,1,0
450287,1,1,0
450293,1,1,0
450296,1,1,0
450300,1,1,0
450301,1,1,0
450304,1,1,0
450310,1,1,0
450318,2,2,0
450325,1,1,0
450327,1,1,0
450329,1,1,0
450340,4,4,0
450341,2,2,0
450342,3,3,0
450343,2,2,0
450344,3,3,0
450345,3,3,0
450346,1,1,0
450348,1,1,0
450349,1,1,0
450351,1,1,0
450353,1,1,0
450354,1,1,0
450357,2,2,0
450358,2,2,0
450359,1,1,0
450360,1,1,0
450370,1,1,0
450371,2,2,0
450380,1,1,0
450383,1,1,0
450391,1,1,0
450393,1,1,0
450404,4,4,0
450406,1,1,0
450421,2,2,0
450427,1,1,0
450430,1,1,0
450444,1,1,0
450445,1,1,0
450446,1,1,0
450447,4,4,0
450448,3,3,0
450449,2,2,0
450450,3,3,0
450451,2,2,0
450457,1,1,0
450458,1,1,0
450474,1,1,0
450475,2,2,0
450480,1,1,0
450483,2,2,0
450484,1,1,0
450490,1,1,0
450492,1,1,0
450493,1,1,0
450494,1,1,0
450496,1,1,0
450498,1,1,0
450501,1,1,0
450504,1,1,0
450517,1,1,0
450523,1,1,0
450525,1,1,0
450528,1,1,0
450532,1,1,0
450535,1,1,0
450536,1,1,0
450551,1,1,0
450552,3,3,0
450553,2,2,0
450554,2,2,0
450555,5,5,0
450556,3,3,0
450561,1,1,0
450567,1,1,0
450572,1,1,0
450573,1,1,0
450574,1,1,0
450577,3,3,0
450582,2,2,0
450586,1,1,0
450590,1,1,0
450591,1,1,0
450594,2,2,0
450595,2,2,0
450602,1,1,0
450604,1,1,0
450609,1,1,0
450612,1,1,0
450614,1,1,0
450624,1,1,0
450626,1,1,0
450629,1,1,0
450638,1,1,0
450639,1,1,0
450641,1,1,0
450648,1,1,0
450651,1,1,0
450656,1,1,0
450657,2,2,0
450658,3,3,0
450659,3,3,0
450660,3,3,0
450661,3,3,0
450662,2,2,0
450663,4,4,0
450664,1,1,0
450666,1,1,0
450671,1,1,0
450674,1,1,0
450678,1,1,0
450682,2,2,0
450685,1,1,0
450690,1,1,0
450691,1,1,0
450692,1,1,0
450693,2,2,0
450695,1,1,0
450698,1,1,0
450699,1,1,0
450701,2,2,0
450706,1,1,0
450707,1,1,0
450710,1,1,0
450712,1,1,0
450713,1,1,0
450715,1,1,0
450718,1,1,0
450725,1,1,0
450726,1,1,0
450727,1,1,0
450729,1,1,0
450730,2,2,0
450738,1,1,0
450740,1,1,0
450741,1,1,0
450743,1,1,0
450747,1,1,0
450752,1,1,0
450760,1,1,0
450763,1,1,0
450764,2,2,0
450765,3,3,0
450766,3,3,0
450767,3,3,0
450768,2,2,0
450769,1,1,0
450770,2,2,0
450772,1,1,0
450775,1,1,0
450786,1,1,0
450789,1,1,0
450791,1,1,0
450792,1,1,0
450798,1,1,0
450806,1,1,0
450809,1,1,0
450824,1,1,0
450827,1,1,0
450829,2,2,0
450830,1,1,0
450831,1,1,0
450838,1,1,0
450845,1,1,0
450851,1,1,0
450852,1,1,0
450854,1,1,0
450866,1,1,0
450869,3,3,0
450870,3,3,0
450871,3,3,0
450884,1,1,0
450892,1,1,0
450893,1,1,0
450894,1,1,0
450895,1,1,0
450897,1,1,0
450900,1,1,0
450902,1,1,0
450903,1,1,0
450904,1,1,0
450906,1,1,0
450908,1,1,0
450909,1,1,0
450910,1,1,0
450911,1,1,0
450916,1,1,0
450918,1,1,0
450923,1,1,0
450925,1,1,0
450926,1,1,0
450930,1,1,0
450933,1,1,0
450942,1,1,0
450945,1,1,0
450950,2,2,0
450951,1,1,0
450955,1,1,0
450960,1,1,0
450962,2,2,0
450964,1,1,0
450966,1,1,0
450967,1,1,0
450972,3,3,0
450973,3,3,0
450974,2,2,0
450975,3,3,0
450976,3,3,0
450977,3,3,0
450989,1,1,0
451000,1,1,0
451001,1,1,0
451006,1,1,0
451007,1,1,0
451008,1,1,0
451014,1,1,0
451016,1,1,0
451018,1,1,0
451019,2,2,0
451023,1,1,0
451025,1,1,0
451028,1,1,0
451030,1,1,0
451031,1,1,0
451037,1,1,0
451039,1,1,0
451041,1,1,0
451046,1,1,0
451051,1,1,0
451056,1,1,0
451057,1,1,0
451062,1,1,0
451071,1,1,0
451073,2,2,0
451078,2,2,0
451079,3,3,0
451080,3,3,0
451081,2,2,0
451082,3,3,0
451083,2,2,0
451086,1,1,0
451087,1,1,0
451089,2,2,0
451091,1,1,0
451093,1,1,0
451096,1,1,0
451098,1,1,0
451105,2,2,0
451108,1,1,0
451109,1,1,0
451122,1,1,0
451125,1,1,0
451136,1,1,0
451137,1,1,0
451142,2,2,0
451149,1,1,0
451150,2,2,0
451152,1,1,0
451159,2,2,0
451166,1,1,0
451168,1,1,0
451181,1,1,0
451182,1,1,0
451183,2,2,0
451184,3,3,0
451185,4,4,0
451186,3,3,0
451187,3,3,0
451188,2,2,0
451189,3,3,0
451190,4,4,0
451191,3,3,0
451195,1,1,0
451201,1,1,0
451206,1,1,0
451207,1,1,0
451208,1,1,0
451211,3,3,0
451216,1,1,0
451217,1,1,0
451221,3,3,0
451223,2,2,0
451228,1,1,0
451229,1,1,0
451234,1,1,0
451235,1,1,0
451237,1,1,0
451242,1,1,0
451243,1,1,0
451249,1,1,0
451250,1,1,0
451255,1,1,0
451258,1,1,0
451259,1,1,0
451262,2,2,0
451263,1,1,0
451264,1,1,0
451266,1,1,0
451267,1,1,0
451270,2,2,0
451273,2,2,0
451274,2,2,0
451276,2,2,0
451277,2,2,0
451278,3,3,0
451279,3,3,0
451280,1,1,0
451281,2,2,0
451282,2,2,0
451285,1,1,0
451286,3,3,0
451288,1,1,0
451289,3,3,0
451290,4,4,0
451291,4,4,0
451292,4,4,0
451293,4,4,0
451294,2,2,0
451295,1,1,0
451296,3,3,0
451297,1,1,0
451300,2,2,0
451301,2,2,0
451302,2,2,0
451303,2,2,0
451304,2,2,0
451305,2,2,0
451306,2,2,0
451307,3,3,0
451308,2,2,0
451309,2,2,0
451310,1,1,0
451311,1,1,0
451312,2,2,0
451313,1,1,0
451314,2,2,0
451315,3,3,0
451316,3,3,0
451317,1,1,0
451318,2,2,0
451319,2,2,0
451320,3,3,0
451321,2,2,0
451322,1,1,0
451323,2,2,0
451324,1,1,0
451325,3,3,0
451326,1,1,0
451327,3,3,0
451328,3,3,0
451329,2,2,0
451330,2,2,0
451331,4,4,0
451332,1,1,0
451333,2,2,0
451334,2,2,0
451335,1,1,0
451337,1,1,0
451339,3,3,0
451340,2,2,0
451341,2,2,0
451342,5,5,0
451343,2,2,0
451344,2,2,0
451345,2,2,0
451346,3,3,0
451347,3,3,0
451348,1,1,0
451349,1,1,0
451350,2,2,0
451351,2,2,0
451355,1,1,0
451359,1,1,0
451360,1,1,0
451366,1,1,0
451367,1,1,0
451368,2,2,0
451369,1,1,0
451376,1,1,0
451379,1,1,0
451382,1,1,0
451383,1,1,0
451384,1,1,0
451385,1,1,0
451386,1,1,0
451387,2,2,0
451389,1,1,0
451391,1,1,0
451394,2,2,0
451395,3,3,0
451396,4,4,0
451397,3,3,0
451398,3,3,0
451399,1,1,0
451406,1,1,0
451408,2,2,0
451410,1,1,0
451412,3,3,0
451415,1,1,0
451416,1,1,0
451417,1,1,0
451418,2,2,0
451419,1,1,0
451420,2,2,0
451422,1,1,0
451424,2,2,0
451425,1,1,0
451427,1,1,0
451428,1,1,0
451430,2,2,0
451435,1,1,0
451437,1,1,0
451438,1,1,0
451439,1,1,0
451442,1,1,0
451443,1,1,0
451451,1,1,0
451454,1,1,0
451463,3,3,0
451465,1,1,0
451467,2,2,0
451468,1,1,0
451473,1,1,0
451481,3,3,0
451483,2,2,0
451486,1,1,0
451487,1,1,0
451490,2,2,0
451492,2,2,0
451494,1,1,0
451496,1,1,0
451497,1,1,0
451498,1,1,0
451499,1,1,0
451500,2,2,0
451501,5,5,0
451502,2,2,0
451503,3,3,0
451505,1,1,0
451506,1,1,0
451508,1,1,0
451509,2,2,0
451512,1,1,0
451514,1,1,0
451515,1,1,0
451516,2,2,0
451520,1,1,0
451524,2,2,0
451527,1,1,0
451529,1,1,0
451531,1,1,0
451534,2,2,0
451536,1,1,0
451538,1,1,0
451540,2,2,0
451543,1,1,0
451544,1,1,0
451545,2,2,0
451547,1,1,0
451548,1,1,0
451549,1,1,0
451551,1,1,0
451552,1,1,0
451554,1,1,0
451556,2,2,0
451557,1,1,0
451561,1,1,0
451563,1,1,0
451566,2,2,0
451574,1,1,0
451575,1,1,0
451577,1,1,0
451580,1,1,0
451582,1,1,0
451586,1,1,0
451589,1,1,0
451599,1,1,0
451603,2,2,0
451604,3,3,0
451605,3,3,0
451606,3,3,0
451607,3,3,0
451608,2,2,0
451609,4,4,0
451614,1,1,0
451617,1,1,0
451618,1,1,0
451624,1,1,0
451628,1,1,0
451632,1,1,0
451634,2,2,0
451635,1,1,0
451636,1,1,0
451639,1,1,0
451640,1,1,0
451643,1,1,0
451645,1,1,0
451647,1,1,0
451649,3,3,0
451651,2,2,0
451653,1,1,0
451661,1,1,0
451664,1,1,0
451665,2,2,0
451667,1,1,0
451672,1,1,0
451678,1,1,0
451691,1,1,0
451693,1,1,0
451694,1,1,0
451708,2,2,0
451709,1,1,0
451710,2,2,0
451711,4,4,0
451712,3,3,0
451713,2,2,0
451714,1,1,0
451720,1,1,0
451722,1,1,0
451730,1,1,0
451731,1,1,0
451736,1,1,0
451746,1,1,0
451750,1,1,0
451751,1,1,0
451756,1,1,0
451764,1,1,0
451774,1,1,0
451784,1,1,0
451786,1,1,0
451787,1,1,0
451788,1,1,0
451791,1,1,0
451794,2,2,0
451796,1,1,0
451801,1,1,0
